OBJECTID_12,Cod_Favela,Nome,Cod_Comp,Complexo,UPP,Pop_SABR,Dom_SABR,Fonte,Porte,Bairro,RA,RP,AP,Programa_Urbanizacao_1,Programa_Urbanizacao_2,Programa_Urbanizacao_3,Contagem_Domicílios,Ano_Contagem_Domicílios,PROAP,PROAP_Panoramas,PROAP_MRP,PROAP_Fichas,Grau_Urbanizacao,Urbanizadas_DEC36388_2012,Urbanizáveis_DEC36388_2012,AEIS_Número,AEIS_Data,AEIS_Número_Data,Denominação_AEIS,Observações_AEIS,Validação_AEIS_SMH,Ciclo_Morar_Carioca,Observações_Ciclos,Agrupamento_Número,Agrupamento_Nome,Agrupamento_Número_Nome
2529,151,Parque União de Del Castilho,2038,Parque União de Del Castilho,N,2136,630,IBGE - Censo Demográfico 2010,> 500 domicílios,53,Inhaúma,Inhaúma,3,1,0,0,0, ,,,, ,1,1,0,3051,07/07/2000,3051/2000,União de Del Castilho,"A  AEIS extrapola o limite da favela estabelecido pelo SABREN, porém uma pequena parte da favela está fora dos limites da AEIS.",1,0, , , , 
2530,152,Pica Pau Amarelo,0,Isolada,Jacarezinho,495,133,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,65,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2531,153,"Praça Marimbá, 60 (Fundos)",0,Isolada,Jacarezinho,102,35,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,155,Jacarezinho,Méier,3,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2532,154,Relicário,2084,Complexo do Alemão,Fazendinha,83,24,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,54,Inhaúma,Inhaúma,3,0,0,0,0, ,,,, ,4,0,1,4453,27/12/2006,4453/2006,Complexo do Alemão,Grande parte da área da favela está fora dos limites da AEIS.,1,0, , , , 
2533,155,Rua Itabirito,2046,Morro do Urubu,N,398,129,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,71,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2534,156,"Rua Matinoré, nº 163 (Fundos)",2083,Jacarezinho,Jacarezinho,60,18,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,155,Jacarezinho,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2535,157,Rua Pereira Pinto,0,Isolada,N,182,52,IBGE - Censo Demográfico 2010,< 100 domicílios,56,Inhaúma,Inhaúma,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2536,158,Seu Pedro,0,Isolada,N,185,61,IBGE - Censo Demográfico 2010,< 100 domicílios,53,Inhaúma,Inhaúma,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2537,159,Tautá,2083,Jacarezinho,Jacarezinho,395,124,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,155,Jacarezinho,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2538,160,Teixeira Bastos,0,Isolada,N,61,20,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,66,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2539,161,Vila Caramuru,2046,Morro do Urubu,N,718,233,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,56,Inhaúma,Inhaúma,3,0,6,0,0, ,,,, ,1,0,1,3959,29/03/2005,3959/2005,Vila Caramuru / Morro dos Mineiros / Vila Amizade,"A AEIS abrange áreas que estão fora do limite estabelecido pelo SABREN.  A favela tem uma parte descontínua, que está fora dos limites da AEIS.",1,1, , , , 
2540,162,Vila União (RA - São Cristóvão),2026,Manguinhos,Manguinhos,994,324,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,12,São Cristóvão,Centro,1,0,6,0,0, ,,,, ,1,0,1,4379,20/06/2006,4379/2006,Vila União,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,1,Necessário Reassentamento de edificações situadas sobre a FNA, , , 
2541,164,Barro Preto,2044,Lins,Lins,499,161,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,61,Méier,Méier,3,2,0,0,0, ,,,, ,3,0,1,2912,29/10/1999,2912/1999,Barro Preto,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2542,165,Barro Vermelho,2044,Lins,Lins,826,230,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,61,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2543,166,Beco do Vitorino,2045,Morro do Pau Ferro,N,76,21,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,68,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2544,168,Cachoeirinha,2044,Lins,Lins,1969,552,IBGE - Censo Demográfico 2010,> 500 domicílios,62,Méier,Méier,3,1,0,0,0, ,,,, ,3,0,1,2818,23/06/1999,2818/1999,Cachoeirinha,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2545,169,"Cardoso de Mesquita, nº 28",0,Isolada,N,127,45,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,67,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2546,170,Morro dos Mineiros,2046,Morro do Urubu,N,415,120,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,69,Méier,Méier,3,0,6,0,0, ,,,, ,1,0,1,3959,29/03/2005,3959/2005,Vila Caramuru / Morro dos Mineiros / Vila Amizade,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,1, , , , 
2547,171,Dona Francisca,2044,Lins,Lins,951,267,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,62,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , ,"A favela é atingida parcialmente por duas AEIS: Cachoeirinha ( Lei 2818/99) à Oeste; Barro Preto (Lei 2912/99) à Leste",0,0, , , , 
2548,172,Joaquim Méier,0,Isolada,N,265,76,IBGE - Censo Demográfico 2010,< 100 domicílios,63,Méier,Méier,3,0,0,0,0, ,,,, ,1,1,0, , , , , ,0,0, , , , 
2549,173,Morro da Bacia,2044,Lins,Lins,338,93,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,61,Méier,Méier,3,1,0,0,0, ,,,, ,3,0,1,2818,23/06/1999,2818/1999,Morro da Bacia - Morro do Encontro,"A favela foi declarada AEIS pela Lei 2616/1998 e novamente pela Lei 2818/1999, com seus limites descritos.",1,0, , , , 
2550,174,Morro da Cachoeira Grande,2044,Lins,Lins,1502,417,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,62,Méier,Méier,3,1,0,0,0, ,,,, ,3,0,1,2818,23/06/1999,2818/1999,Morro da Cachoeira Grande,A  AEIS extrapola o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2551,175,Morro da Matriz,2047,Morro São João,São João,1979,524,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,61,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1,4202,17/10/2005,4202/2005,Comunidade Matriz-Queto,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN Há uma sobreposição de duas AEIS sobre parte da favela (Lei 4202 e Lei 3277).",1,0, , , , 
2552,176,Morro São João,2047,Morro São João,São João,3745,1096,IBGE - Censo Demográfico 2010,> 500 domicílios,61,Méier,Méier,3,1,6,0,1705,2013,,,, ,3,0,1,3277,24/09/2001,3277/2001,Morro São João,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,2, ,05,Morro dos Macacos,05 - Morro dos Macacos
2553,177,Morro do Amor,2044,Lins,Lins,1320,367,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,62,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2554,178,Morro do Céu,2040,Bairro Ouro Preto,Camarista Meier,914,294,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,62,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2555,179,Morro do Encontro,2044,Lins,Lins,1508,440,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,61,Méier,Méier,3,1,0,0,0, ,,,, ,3,0,1,2818,23/06/1999,2818/1999,Morro da Bacia - Morro do Encontro,"A favela foi declarada AEIS pela Lei 2616/1998 e novamente pela Lei 2818/1999, com seus limites descritos. A favela tem uma parte descontínua, que está fora dos limites da AEIS.",1,0, , , , 
2556,180,Morro Nossa Senhora da Guia,2044,Lins,Camarista Meier,1698,389,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,62,Méier,Méier,3,0,6,0,0, ,,,, ,1,0,1,3959,29/03/2005,3959/2005,Nossa Senhora da Guia,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,1, , , , 
2557,181,Morro do Queto,2047,Morro São João,São João,1242,311,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,60,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1,4202,17/10/2005,4202/2005,Comunidade Matriz-Queto,A  AEIS extrapola o limite da favela estabelecido pelo SABREN.,1,0, , , , 
2558,182,Pretos Forros,2040,Bairro Ouro Preto,Camarista Meier,416,104,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,62,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2559,183,"Rua Camarista Meier, nº 914",2040,Bairro Ouro Preto,Camarista Meier,256,79,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,66,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2560,184,Grotão de Costa Barros,2076,Chico Mendes (Morro do Chapadão),N,337,103,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,113,Pavuna,Pavuna,3,0,0,0,0, ,,,, ,4,0,1, , , , ,Uma pequena parte da favela (extremidade a NO) está dentro da AEIS Caminho do Job (2499/96),0,0, , , , 
2561,185,Santa Terezinha,2044,Lins,Camarista Meier,3051,754,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,62,Méier,Méier,3,1,0,0,0, ,,,, ,3,0,1,2818,23/06/1999,2818/1999,Santa Terezinha,"A favela é abrangida por outras duas AEIS: N. Sra. da Guia (L 3959/05) e Morro da Cachoeira Grande (L 2818/99), mesmo assim não tem toda sua área abrangida por AEIS.",1,0, , , , 
2563,187,Serra do Padilha,0,Isolada,N,256,76,IBGE - Censo Demográfico 2010,< 100 domicílios,67,Méier,Méier,3,0,0,0,0, ,,,, ,1,1,0, , , , , ,0,0, , , , 
2564,188,Travessa Bernardo,2045,Morro do Pau Ferro,N,252,71,IBGE - Censo Demográfico 2010,< 100 domicílios,68,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2565,189,Vila Cabuçu,2044,Lins,Lins,503,131,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,61,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2566,190,"Avenida Automóvel Clube, nº 8.340",0,Isolada,N,352,93,IBGE - Censo Demográfico 2010,< 100 domicílios,77,Irajá,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2567,191,Barreira do Juca,2050,Barreira do Juca,N,1331,424,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,87,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2568,192,Faz Quem Quer (RA - Madureira),2051,Faz Quem Quer (RA - Madureira),N,2640,692,IBGE - Censo Demográfico 2010,> 500 domicílios,86,Madureira,Madureira,3,1,0,0,0, ,,,, ,1,1,0,2811,15/06/1999,2811/1999,Faz Quem Quer,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2569,194,Moisés Santana,2051,Faz Quem Quer (RA - Madureira),N,232,59,IBGE - Censo Demográfico 2010,< 100 domicílios,85,Madureira,Madureira,3,1,0,0,0, ,,,, ,1,1,0,2811,15/06/1999,2811/1999,Moisés Santana,Apenas pequena parte da favela encontra-se dentro da AEIS.,1,0, , , , 
2570,195,Morro do Juramento,2048,Morro do Juramento,N,8757,2596,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,73,Irajá,Madureira,3,1,0,0,0, ,,,, ,1,0,1,2818,23/06/1999,2818/1999,Morro do Juramento,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2571,196,Morro do Sapê,2051,Faz Quem Quer (RA - Madureira),N,2081,619,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,84,Madureira,Madureira,3,1,0,0,0, ,,,, ,1,1,0,2811,15/06/1999,2811/1999,Morro do Sapê,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2572,198,Rua Miguel Dibo,0,Isolada,N,534,161,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,76,Irajá,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2573,199,Vila Operária Diamantes,2050,Barreira do Juca,N,528,164,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,87,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2574,197,Morro União,0,Isolada,N,4627,1519,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,110,Pavuna,Pavuna,3,1,0,0,0, ,,,, ,1,1,0,2499,26/11/1996,2499/1996,Morro União,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2575,200,Vila São Jorge (RA - Irajá),0,Isolada,N,11877,3628,IBGE - Censo Demográfico 2010,> 500 domicílios,77,Irajá,Madureira,3,0,6,0,5300,2012,,,, ,1,0,1,5800,24/10/2014,5800/2014,Vila São Jorge - AEIS 1,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",0,2, ,19,Vila São Jorge,19 - Vila São Jorge
2576,201,"Rua Congo, nº 147",2116,Alto Kennedy,Vila Kennedy,1661,458,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,141,Bangu,Bangu,5,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2577,202,Avenida do Tenente,0,Isolada,N,188,53,IBGE - Censo Demográfico 2010,< 100 domicílios,89,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2578,203,Buriti - Congonhas,2051,Faz Quem Quer (RA - Madureira),N,2752,705,IBGE - Censo Demográfico 2010,> 500 domicílios,83,Madureira,Madureira,3,1,0,0,0, ,,,, ,1,1,0,2811,15/06/1999,2811/1999,Buriti Congonhas,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2579,204,Monte Carmelo,0,Isolada,N,264,85,IBGE - Censo Demográfico 2010,< 100 domicílios,89,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2580,205,"Rua Araticum, nº 832",2088,Araticum,N,635,210,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,116,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2581,206,Grota,2053,Grota,N,2650,835,IBGE - Censo Demográfico 2010,> 500 domicílios,83,Madureira,Madureira,3,1,0,0,0, ,,,, ,1,0,1,3120,31/10/2000,3120/2000,Grota,"Parte da favela está fora dos limites da AEIS declarada pela Lei 3120/2000, outra parte é abrandiga pela AEIS Serrinha (Lei 2499/96).",1,0, , , , 
2582,207,Jardim Piedade,2043,Jardim Piedade,N,3182,936,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,69,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2583,208,"Rua Joaquim Martins, nº 378-Fundos",0,Isolada,N,44,15,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,69,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2584,209,Morro da Iguaíba,2058,Vila Campinho,N,1337,351,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,82,Madureira,Madureira,3,1,0,0,0, ,,,, ,3,0,1,2811,15/06/1999,2811/1999,"Morro do Fubá, Morro da Iguaíba, Vila Campinho e Comendador Pinto","A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2585,210,Morro do Fubá,2058,Vila Campinho,N,1244,369,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,82,Madureira,Madureira,3,1,0,8,0, ,,,, ,1,0,1,2811,15/06/1999,2811/1999,"Morro do Fubá, Morro da Iguaíba, Vila Campinho e Comendador Pinto","A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2586,211,Morro do Sossego (RA - Madureira),2051,Faz Quem Quer (RA - Madureira),N,2796,873,IBGE - Censo Demográfico 2010,> 500 domicílios,83,Madureira,Madureira,3,1,0,0,0, ,,,, ,1,1,0,2811,15/06/1999,2811/1999,Morro do Sossego,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2587,212,Morro Inácio Dias,0,Isolada,N,460,146,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,69,Méier,Méier,3,2,0,0,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2588,213,"Nabuco de Araújo, nº 228",2057,Rua Embiri,N,94,23,IBGE - Censo Demográfico 2010,< 100 domicílios,89,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2589,214,Oliveira Junqueira,2052,Sociedade Beneficiente e Social Frei,N,131,40,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,90,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2590,215,Padre Manuel da Nóbrega,0,Isolada,N,1289,328,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,79,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2591,216,Parque Araruna,0,Isolada,N,140,46,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,79,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2592,217,Parque Silva Vale,2048,Morro do Juramento,N,1197,338,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,56,Inhaúma,Inhaúma,3,1,0,0,0, ,,,, ,1,0,1,2818,23/06/1999,2818/1999,Parque Silva Vale,A AEIS abrange apenas parcialmente a área da favela.,1,0, , , , 
2593,218,Parque Vila Nova,2055,Parque Vila Nova,N,935,294,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,88,Madureira,Madureira,3,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2594,219,"Rua Baleares, nº 172 - Rua Amália, nº 286",2056,Rua Baleares,N,1122,356,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,80,Madureira,Madureira,3,0,0,8,0, ,,,, ,3,0,1, , , , , ,0,0, , , , 
2595,220,Rua Embiri,2057,Rua Embiri,N,284,85,IBGE - Censo Demográfico 2010,< 100 domicílios,89,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2596,221,Rua Engenheiro Clóvis nº 304,0,Isolada,N,107,35,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,69,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2597,222,Sociedade Beneficiente e Social Frei Sampaio,2052,Sociedade Beneficiente e Social Frei,N,178,56,IBGE - Censo Demográfico 2010,< 100 domicílios,90,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2598,223,"Rua Iguaçu, nº 360, casa 23",0,Isolada,N,341,99,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,81,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2599,224,Cristo Rei,2057,Rua Embiri,N,419,118,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,90,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2600,225,Rua Lemos de Brito,0,Isolada,N,361,109,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,79,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2601,227,Rua Saçu,0,Isolada,N,94,25,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,79,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2602,228,Sanatório,2053,Grota,N,1415,396,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,81,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2603,229,Morro São José,2053,Grota,N,959,249,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,83,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2604,230,Serrinha,2053,Grota,N,1010,271,IPP com base em IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,83,Madureira,Madureira,3,1,0,0,0, ,,,, ,1,1,0,2499,26/11/1996,2499/1996,Serrinha,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2605,231,Vila Campinho,2058,Vila Campinho,N,2761,775,IBGE - Censo Demográfico 2010,> 500 domicílios,82,Madureira,Madureira,3,1,0,0,0, ,,,, ,1,0,1,2811,15/06/1999,2811/1999,"M. do Fubá, M. da Iguaíba, Vila Campinho e Comend. Pinto","Apesar de constar no nome, esta favela não é abrangida pelo polígono de AEIS.",0,0, , , , 
2606,232,Vila das Torres,2060,Vila Santa,N,287,92,IBGE - Censo Demográfico 2010,< 100 domicílios,83,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
2607,233,Vila dos Mineiros,2043,Jardim Piedade,N,191,69,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,69,Méier,Méier,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2608,234,Vila Nossa Senhora da Glória,2057,Rua Embiri,N,679,237,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,90,Madureira,Madureira,3,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2609,235,Vila Primavera,2048,Morro do Juramento,N,1528,423,IBGE - Censo Demográfico 2010,entre 101 e 500 domicílios,80,Madureira,Madureira,3,1,0,0,0, ,,,, ,1,0,1,2818,23/06/1999,2818/1999,Vila Primavera,A AEIS abrange apenas parcialmente a área da favela.,1,0, , , , 
2610,237,Araticum,2088,Araticum,N,2300,718,IPP com base em IBGE - Censo Demográfico 2010,> 500 domicílios,116,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1, , , , , ,0,0, , , , 
2611,238,Barão,2090,Barão,N,3412,1031,IBGE - Censo Demográfico 2010,> 500 domicílios,124,Jacarepaguá,Jacarepaguá,4,0,6,0,1367, ,,,, ,1,0,1,3643,12/09/2003,3643/2003,São José Operário,"A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,1,Necessário Reassentamento de edificações situadas em área de risco, , , 
2612,239,Caminho do Waldemar,0,Isolada,N,229,62,IBGE - Censo Demográfico 2010,< 100 domicílios,123,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1,LC70,06/07/2004,LC70/2004,"Caminho do Waldemar; Morro da Reunião; Caxangá; Ladeira da Reunião e Rua Arago","A AEIS não abrange toda a área da favela. Em contrapartida, abrange áreas que estão fora do limite estabelecido pelo SABREN.",1,0, , , , 
2613,240,Canal do Anil,2091,Canal do Anil,N,4794,1491,IBGE - Censo Demográfico 2010,> 500 domicílios,116,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,1,4941,02/12/2008,4941/2008,Comunidade Canal do Anil,A AEIS não abrange toda a área da favela.,1,0, , , , 
2614,241,Canal do Arroio Pavuna,0,Isolada,N,69,24,IPP com base em IBGE - Censo Demográfico 2010,< 100 domicílios,115,Jacarepaguá,Jacarepaguá,4,0,0,0,0, ,,,, ,4,0,0, , , , , ,0,0, , , , 
